ApprovalOrderID,AppliedOn,IssuedOn,PDFLink,OwnerName,SourceName,PhysicalStreet,PhysicalCity,PhysicalState,PhysicalZip,SourceContactName,SourceContactPhone,SourceContactEmail,UTM_Easting,UTM_Northing,UTM_Zone,UTM_Datum,SIC_Code,GeneralDescription,NSR_Classification,Source_Classification,Applicable_Federal_Standards,Project_Description,Project_CO2e_TPY,Project_CO_TPY,Project_NOx_TPY,Project_PM10_TPY,Project_PM25_TPY,Project_SO2_TPY,Project_VOC_TPY,Project_Total_HAPs_TPY,Source_CO2e_TPY,Source_CO_TPY,Source_NOx_TPY,Source_PM10_TPY,Source_PM25_TPY,Source_SO2_TPY,Source_VOC_TPY,Source_Total_HAPs_TPY
DAQE-AN101630003-22,,2022-07-07,https://daqpermitting.utah.gov/DocViewer?IntDocID=132034&contentType=application/pdf,"Kroger Company, Layton Manufacturing","Kroger Company, Layton Manufacturing- Layton Manufacturing Plant(Site ID: 10163)",500 North Sugar Street <br />Building #4,Layton,UT,84041,,(801) 552-6447,,417343,4546253,12,NAD83,2099,"The Kroger Layton Manufacturing Plant consists of several buildings to produce various dairy and baked goods. Building #1 is the Smiths stores administrative division offices. Building #2 is where Kroger receives and ships all produce products. Building #3 receives raw milk and processes it to sell milk, cottage cheese, yogurt, sour cream, chocolate milk, orange juice, and punches. Building #4 receives raw ingredients and processes ice cream, ice cream sandwiches, and popsicles. Building #4B stores finished ice cream and related products and then ships them to the stores and other distribution centers. Building #5 is the bakery that receives flour, sugar, etc., and processes it to make bread, cakes, donuts, and muffins. Building #6 is the diesel shop that holds and maintains a fleet of trucks. Building #7 is the dispatch building for receiving and shipping all products stored or manufactured within the complex. Building #8 is the frozen warehouse that receives frozen foods and packages ice, and then ships goods to stores. Buildings #9 and #11 are the dry storage warehouses that receives bulk products and then fills orders specific to each store and ships them. Building #10 is part of building #9 which is the administrative office. Permitted equipment are located in Buildings #3, #4, #5, and #9.",10-Year Review,"Located in Northern Wasatch Front O3 NAA, Logan UT-ID PM2.5 NAA Davis County Airs Source Size: B DAQE-AN101630003-22 Page 4","NSPS (Part 60), A: General Provisions NSPS (Part 60), Dc: Standards of Performance for Small Industrial-Commercial-Institutional Steam Generating Units MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines","This administrative amendment is a 10-year review of this source and the Approval Order DAQE- AN0163003-02 dated September 3, 2002, associated with it. The source contact, CO2 equivalence, and location have also been updated. One (1) boiler was also removed from the equipment list, as a result the emissions were reduced. The equipment changes fall under R307-401-12, Reduction in Air Pollutants.",2.0,-4.53,-5.39,-0.41,2.5,-0.03,-0.3,,30643.0,28.34,15.5,2.35,2.35,0.32,1.7,
,,2023-05-22,https://daqpermitting.utah.gov/DocViewer?IntDocID=137336&contentType=application/pdf,"L3 Technologies, Inc.","L3 Technologies, Inc. - Electronic Communications Equipment Manufacturing Plant(Site ID: 12226)",640 North 2200 West,Salt Lake City,UT,84116,,,,,,,,,,Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN104860011-24,"March 20, 2024",2024-12-05,https://daqpermitting.utah.gov/DocViewer?IntDocID=151025&contentType=application/pdf,L3Harris EDO Western Corporation,L3Harris EDO Western Corporation(Site ID: 10486),2645 South 300 West,South Salt Lake,UT,84115,Thomas Allen,(801) 461-9377,thomas.allen@l3harris.com,424080,4507350,12,NAD83,3679,"L3Harris EDO Western Corporation (L3Harris EDO), formerly EDO Corporation/Electro Acoustics Division, operates an electronic equipment manufacturing plant in Salt Lake County. The equipment and processes include storage pressing, wastewater treatment, firing, grinding, electrodes, electric kilns, poling, electro-mechanical assembly, engineering/ceramic, and exterior areas. L3Harris EDO also operates labs that include a clean room, a testing and coating room, LWAA/ovens, a spray booth, IT, exterior processes, and miscellaneous exhaust hoods.",Administrative Amendment,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA, Salt Lake County SO2 NAA Salt Lake County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines DAQE-AN104860011-24 Page 4","The source has proposed to replace the ultrasonic vapor degreaser listed under II.A.10 in the AO DAQE-AN104860010-15 with two (2) small vapor degreasers. Emissions from the new degreasers will vent through the same existing ventilation system to the atmosphere. This replacement will not increase the potential to emit any air pollutant or cause emissions of any new air pollutant. Therefore, the replacement meets the applicability listed in R307-401-12, Reduction in Air Pollutants. This administrative amendment will update the AO to include the two (2) small vapor degreasers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.0,1.25,2.0,0.03,0.03,0.05,6.5,7.5
,,2025-06-17,https://daqpermitting.utah.gov/DocViewer?IntDocID=155837&contentType=application/pdf,LDS Church Printing Center,LDS Church Printing Division - Salt Lake Printing Center(Site ID: 10449),1980 W Industrial Circle,Salt Lake City,UT,84104,,,,,,,,,,Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN154380001-17,"January 29, 2015",2017-05-26,https://daqpermitting.utah.gov/DocViewer?IntDocID=101674&contentType=application/pdf,LaPoint Recycle and Storage,LaPoint Recycle and Storage - Produced Water Facility(Site ID: 15438),NW-NE Sec 12 T5S R19E,Lapoint,UT,84039,,(435) 247-2377,lapoint.recycle.storage@live.com,607216,4473267,12,,1389,"LaPoint Recycle and Storage (LaPoint) has requested a new AO for its produced water and solids treatment facility. Produced water is received by truck from oil and gas operations. The water then undergoes phase separation using tanks and centrifuges for the recovery of oil and condensate. The remaining water is then discharged into evaporation ponds. Water entering the evaporation ponds remains until it has been evaporated to the atmosphere. Recovered oil and condensate is stored on site in tanks prior to being trucked off site for sale. In addition to the produced water operations the facility will treat contaminated soils received from spills and other oil and gas production operations. The contaminated soils will be land applied, watered, and tilled regularly to minimize emissions to the atmosphere. The source is located in Uintah County, which is an unclassified area for ozone and an attainment area for all other criteria pollutants. NSPS (40 CFR 60 Subparts A and IIII) and MACT (40 CFR 63 Subparts A and ZZZZ) regulations apply to this source. NESHAP (40 CFR 61) regulations do not apply to this source. This facility is considered a minor source, as all VOC and HAP emissions associated with the evaporation ponds are considered fugitive. The accumulation of point source equipment on-site does not exceed the 100 tpy criteria emission threshold or the combined HAP limit of 25 tpy or single HAP limit of 10 tpy and as such Title V of the 1990 Clean Air Act does not apply to this source. The potential emissions, in TPY, will be as follows: PM 10 = 0.34, PM 2.5 (subset of PM 10 ) = 0.16, NO x = 6.18, SO 2=2.04, CO = 2.47, VOC (including VOC listed HAPs) = 223.01, HAPs (including Methanol) = 106.62, Methanol = 101.21, and CO 2e = 2,407. This air quality AO authorizes the project with the following conditions and failure to comply with any of the conditions may constitute a violation of this order. This AO is issued to, and applies to the following: Name of Permittee: LaPoint Recycle and Storage PO Box 146 Lapoint, UT 84039 Permitted Location: Produced Water Facility NW-NE Sec 12 T5S R19E Lapoint, UT 84039 UTM coordinates: 607,216 m Easting, 4,473,267 m Northing, UTM Zone 12 UTM Datum: NAD83 SIC code: 1389 (Oil & Gas Field Services, NEC)",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN104390011-17,,2017-07-10,https://daqpermitting.utah.gov/DocViewer?IntDocID=102388&contentType=application/pdf,Lakeview Rock Products,Lakeview Rock Products- Aggregate and Hot Mix  Asphalt  Plant(Site ID: 10439),2490 North Beck Street Frontage <br />North Salt Lake,Salt Lake County,UT,84054,,(801) 292-7161,john@hughesgc.com,422930,4519340,12,,1442,Lakeview Rock Products (Lakeview) has requested a modification to AOs,Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN104240001-25,,2025-01-13,https://daqpermitting.utah.gov/DocViewer?IntDocID=151885&contentType=application/pdf,Larry H. Miller,Larry H. Miller - Body Shop(Site ID: 10424),5749 South State Street,Murray,UT,84107,Jesse Reynolds,(801) 264-3347,jreynolds2@lhmauto.com,424922,4499964,12,NAD83,7532,"Larry H. Miller owns and operates an auto body shop in Murray, Salt Lake County. Two (2) large booths are used to repaint vehicles. Airflow from the overhead filters envelopes the car and is drawn out through strategically located paint arrestors/filters on the floor. The air is then forced out stacks on the roof. After painting, an oven cures the paint with automatic temperature programming controls.",10-Year Review,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA, Salt Lake County SO2 NAA Salt Lake County Airs Source Size: B","MACT (Part 63), A: General Provisions MACT (Part 63), HHHHHH: National Emission Standards for Hazardous Air Pollutants: Paint Stripping and Miscellaneous Surface Coating Operations at Area Sources DAQE-AN104240001-25 Page 4","This administrative amendment is to Approval Order DAQE-602-96, dated June 4, 1996. The DAQ is conducting a 10-year review and is updating the language and format. There are no changes to the operations taking place at the facility.",,,,0.0,0.0,,0.0,0.0,,,,0.06,0.06,,5.51,6.16
DAQE-AN160410001-22,"December 7, 2020",2022-04-18,https://daqpermitting.utah.gov/DocViewer?IntDocID=130154&contentType=application/pdf,Las Vegas Paving,Las Vegas Paving Corp.(Site ID: 16041),8700 N Ellerbeck Rd <br />Grantsville Pit,Grantsville,UT,84029,,(702) 353-4607,,366929,4506861,12,NAD83,1442,"Las Vegas Paving Corp. (LVP) will operate an aggregate crushing and screen plant in Tooele County. The plant will mine, size, wash and distribute aggregate. Drilling and blasting will be performed to access aggregate materials. Bulldozers will operate to move the materials. The aggregate crushing and screening operations will consist of two (2) operations; a Crushing and Screening Circuit and a Wash Circuit. The site will process up to 1.5 million tons of aggregate per year.",New Minor Source,Located in Tooele County Airs Source Size: B,"NSPS (Part 60), A: General Provisions NSPS (Part 60), OOO: Standards of Performance for Nonmetallic Mineral Processing Plants Title V (Part 70) Area Source","LVP has requested a new AO for an aggregate facility co-located with LHoist North America (LHoist), which is permitted under DAQE-AN0707015-06 dated August 14, 2006. The proposed aggregate facility will operate independently from LHoist. Upon evaluation, there are no shared products or co-mining between the two companies. LVP will mine from areas in which materials are unsuitable for LHoist's operations. LVP will also not operate at any period in which LHoist is operating. Therefore, LVP is a true minor source. The facility will operate as an aggregate mining operation. Materials on site will be crushed, screened, and conveyed to storage piles. Condition II.B.1.g is unique to the operation. It will ensure that LVP does not operate at any time when LHoist is operating. This is to ensure compliance with the NAAQS.",0.0,33.5,8.5,11.55,1.96,0.06,,,0.0,33.5,8.5,11.55,1.96,0.06,,
DAQE-AN125380010-24,"June 4, 2024",2024-09-27,https://daqpermitting.utah.gov/DocViewer?IntDocID=148808&contentType=application/pdf,"Liberty Safe and Security Products, Inc.","Liberty Safe and Security Products, Inc.- Payson Manufacturing Plant(Site ID: 12538)",1199 West Utah Ave,Payson,UT,84651,Jacob Coulson,(509) 845-9910,jacob.coulson@libertysafe.com,435794,4432755,12,NAD83,3499,"Liberty Safe and Security Products, Inc. (Liberty Safe) owns and operates a safe and gun vault manufacturing plant in Payson, Utah County. The safes are cut, formed, and folded from rolled coil steel, then welded together in the metal shop. After forming and welding, the safes are placed on a metal prep line for grinding and sanding. The safes are then conveyed through a 5-stage washer to be cleaned. After exiting the washer, the safes are oven dried before entering into either one of two powder coating booths or one of two wet coating booths for surface coating. Some safes are painted with a primer, baked, sanded, top coated with liquid paint, and baked, while others are painted directly with a powder coating. Each powder booth is vented to a cartridge filtering system that recirculates filtered exhaust air back into the building. There are no VOCs present in the powder coating process. Powder-coated safes are conveyed to a curing oven and transferred into the final assembly area to be finished. The safes that have been painted with a primer are conveyed to a sanding booth. After sanding, they receive a final coat of automotive-quality wet paint. They are then hand-sprayed with a coat of glossy paint in one of several colors. The wet painted safes are conveyed through a drying oven and allowed to air-dry. Paint overspray and VOC emissions are pulled through each booth's bank of paint particulate filters. All of the paint booths are equipped with paint arrestor filters. The VOCs pass through the filters and are vented through each booth's exhaust stack. DAQE-AN125380010-24 Page 4",Minor Modification at Minor Source,"Located in Southern Wasatch Front O3 NAA, Provo UT PM2.5 NAA Utah County Airs Source Size: B","MACT (Part 63), A: General Provisions MACT (Part 63), XXXXXX: National Emission Standards for Hazardous Air Pollutants Area Source Standards for Nine Metal Fabrication and Finishing Source Categories","Liberty Safe is proposing to install a sheetrock shredding operation to convert used sheetrock slabs to crushed gypsum powder. Liberty Safe uses sheetrock as a fire retardant in their safe manufacturing process. With the current system, the sheetrock is shaped with a wet-jet cutting system, and the excess sheetrock is hauled away via a third party. The installation of the sheetrock shredder allows Liberty Safe to process the waste material into a crushed powder for disposal. The crushed powder gypsum is hauled off by a third party. The new sheetrock shredding operation is composed of a large hopper that sits above a grinder, a product recovery cyclone, an airlock, a screw auger, and a gypsum collector unit. Waste sheetrock is fed into the large hopper where it then falls into the grinder to be mechanically crushed into a powdered gypsum material. The material falls into an air stream, which pneumatically conveys the material into a product recovery cyclone. The material collected by the cyclone passes through an airlock into the screw conveyor and is deposited into a haul-off dumpster. The cyclone is not considered a control technology because the cyclone is integral to the sheetrock shredding process; thus, the cyclone is considered as being a part of the process. The air that is separated from the gypsum powder in the product recovery cyclone is sent through a filter baghouse that achieves a 95% reduction of particulate matter emissions.",0.0,0.0,0.0,0.76,0.76,,0.0,0.0,16426.36,4.73,10.47,1.77,1.77,,33.7,15.89
DAQE-AN162020001-24,"June 30, 2022",2024-09-11,https://daqpermitting.utah.gov/DocViewer?IntDocID=148315&contentType=application/pdf,Life Technologies Corporation,Life Technologies Corp- BioProcess Container Plant(Site ID: 16202),1726 Hyclone Drive,Logan,UT,84321,Kyle Emmett,(385) 279-3265,kyle.emmett@thermofisher.com,428863,4617037,12,NAD83,2836,"Life Technologies Corp., owned and operated by Thermo Fisher Scientific Inc., owns and operates a bioprocess facility in Cache County that manufactures and supplies single-use bioprocess containers, flexible containers, and liquid handling applications for the biopharmaceutical industry. The facility will utilize isopropyl alcohol for cleanroom operations and operate an emergency generator engine.",New Minor Source,Located in Logan UT-ID PM2.5 NAA Cache County Airs Source Size: B,"NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines DAQE-AN162020001-24 Page 4","Life Technologies Corp. has requested an approval order for a bioprocessing facility. The facility will operate a 118 kW emergency generator and conduct cleaning operations with isopropyl alcohol (IPA). The facility will be limited to 19.5 tons of IPA per rolling 12-month period. Emissions for small natural gas-fired HVAC units have also been estimated and incorporated into the permit. This facility is a new distinct source from Hyclone Labs, which operates at 925 West 1800 South in Logan. The sources are operated and owned by two different companies.",2.0,2.4,10.0,10.0,2.5,0.02,,,3378.0,2.84,0.21,0.21,0.21,19.67,,
DAQE-AN112290033-23,"July 10, 2023",2023-11-01,https://daqpermitting.utah.gov/DocViewer?IntDocID=140778&contentType=application/pdf,"Lifetime Products, Inc.","Lifetime Products, Inc.- Basketball Standards & Picnic Table Manufacturer(Site ID: 11229)",Building D-11 Freeport <br />P.O. Box 160010,Clearfield,UT,84016,,(801) 725-6453,,413290,4550430,12,NAD83,3479,"Lifetime Products, Incorporated (Lifetime Products) makes blow-molded polyethylene folding chairs, tables, picnic tables, lawn and garden items, home basketball equipment, sheds, coolers, kayaks, and paddle boards. Metal bars and tubing materials are received at the plant. The metal is cut, shaped, and welded into the components of basketball stands and tables. The parts are moved through a powder coating system and are dried in ovens. Plastic material is poured into molds and with the addition of air, is blown into the required form for tables, coolers and other parts. The parts are assembled and stored until shipping.",Administrative Amendment,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA Davis County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), Dc: Standards of Performance for Small Industrial-Commercial-Institutional Steam Generating Units NSPS (Part 60), JJJJ: Standards of Performance for Stationary Spark Ignition Internal Combustion Engines DAQE-AN112290033-23 Page 4 MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines","AO DAQE-AN112290032-23, dated February 9, 2023, was issued to Lifetime Products to correct the rating and year of an emergency generator on site. AO DAQE-AN112290031-22, dated July 30, 2022, was issued to remove/replace natural gas-combusting equipment on site, resulting in a reduction in air pollutants. AO DAQE-AN112290031-22 was derived from a 2021 Notice of Intent (NOI). Lifetime Products has indicated that additional natural gas-combusting equipment not mentioned in the 2021 NOI was removed or replaced. Lifetime Products has requested the discrepancies be corrected in a new AO. The additional changes still result in a net-decrease in all criteria and hazardous air pollutants.",-16226.6,-11.41,-13.59,-1.03,-1.03,-0.08,0.46,0.06,38034.36,28.92,46.35,4.27,1.67,0.44,29.71,2.48
DAQE-AN161340002-24,"June 25, 2024",2024-12-04,https://daqpermitting.utah.gov/DocViewer?IntDocID=150975&contentType=application/pdf,"Lightning Renewables, LLC","Lightning Renewables, LLC- Wasatch RNG Processing Facility(Site ID: 16134)",8833 North Rowley Road,Grantsville,UT,84029,Nevin Edwards,(724) 766-8388,nedwards@archaea.energy,353218,4523252,12,NAD83,4925,"Lightning Renewables, LLC (Lightning Renewables) owns and operates a renewable natural gas (RNG) processing facility in Tooele County. The RNG plant utilizes landfill gas (LFG) generated from the Wasatch Regional Landfill as feedstock. The Wasatch Regional Landfill is owned and operated by Republic Services. The Wasatch RNG processing facility (Wasatch RNG) operates independent of the landfill. Wasatch RNG can accept up to 3,200 dry standard cubic feet per minute (dscfm) of LFG from the Wasatch Regional Landfill. The LFG received at Wasatch RNG undergoes processing consisting of dewatering/moisture removal, sulfur compound removal via media filtration, particulate filtration, temperature swing adsorption, membrane separation, and pressure swing adsorption. The refined RNG consists of greater than 95% methane and is compressed and injected into a nearby natural gas transmission pipeline. Air pollutant-emitting equipment includes two (2) types of thermal oxidizer pollution control equipment, diesel-fired emergency and non-emergency engine generators, and diesel fuel storage tanks.",Minor Modification at Minor Source,Located in Attainment Area Tooele County Airs Source Size: B DAQE-AN161340002-24 Page 4,"NSPS (Part 60), A: General Provisions NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines","Lightning Renewables is requesting to add the following equipment to its 2023 Approval Order: 1. Four (4) trailers, each equipped with two (2) 744 horsepower (hp) diesel-fired engines, each powering a 500-kilowatt (kW) generator; 2. Eight (8) 630-gallon diesel storage belly tanks; and 3. One (1) 15,809-gallon diesel storage tank.",28877.0,0.35,17.87,1.4,1.4,0.32,1.54,0.3,190181.0,30.57,38.23,9.81,9.81,7.43,10.21,0.55
DAQE-AN130910009-24,"October 27, 2023",2024-04-01,https://daqpermitting.utah.gov/DocViewer?IntDocID=144823&contentType=application/pdf,Linde Inc.,Linde Hydrogen Plant- Hydrogen Gas Production(Site ID: 13091),685 S. Chevron Way,North Salt Lake,UT,84054,Michelle Fox,(801) 359-8626,michelle.fox@linde.com,16,54,12,NAD83,2813,"Linde Incorporated (Linde) owns and operates a steam methane reformation hydrogen production facility in Salt Lake City (SLC). The SLC plant is located in Davis County, an attainment area for all criteria pollutants except for PM2.5 and Ozone.",Minor Modification at Minor Source,"Located in Northern Wasatch Front O3 NAA, Salt Lake City UT PM2.5 NAA, Salt Lake County SO2 NAA Davis County Airs Source Size: SM",None,"Linde has requested to update the flaring operations at the SLC plant. Linde has reviewed flare operations and determined a large margin of safety in the annual flaring events, the duration of the events, and the quality of fuel being combusted. The updated flare operations result in an overall decrease in the PTE emissions of NOx, CO, SOx, PM10, PM2.5, and VOCs. In the flare operations analysis, it was  determined that the shutdown operations of the flare were not included in the previous permit. The addition of the flare shutdown operation resulted in a CO2e increase. The addition of the requirements on the flare has been added for this permit modification. The revised PTE emissions for the SLC plant lower the site-wide PTEs below the major source classification for sources located in the ozone nonattainment designation in the Northern Wasatch Front nonattainment area. Process Description Linde's SLC Plant consists of a single Steam Methane Reformation (SMR) and associated equipment to provide up to 26 MMscfd of 99.9% pure hydrogen. The plant employs steam methane reforming to convert feedstock gas (refinery gases and/or natural gas) plus steam to pure hydrogen. The emitting units from the plant are: Combustion gas from the SMR furnace stack; Combustion gas from a small natural gas purge pilot flame associated with a flare; Steam vent from the boiler feed water de-aerator unit; and Fugitive equipment components leak. In a closed system inside the SMR, desulfurized feed gas is mixed with process steam, which is then fed to catalyst tubes located in a down-fired, downflow reformer furnace. The catalyst tubes are filled with nickel catalysts. The reaction to the catalyst is at equilibrium, which is limited based on furnace outlet temperature and pressure. The reaction does not produce air emissions and is endothermic. The reaction does require additional heat, supplied by downward-firing ultra-low NOx design burners located at the top of the furnace. The burners provide indirect heat for the process. The burner exhaust does not directly contact the reaction gases. These burners are the only source of SMR air emissions. The rest of the process equipment performs two (2) major functions. A series of heat exchangers, boilers, and a steam drum recover SMR furnace heat to generate process steam and steam for export. At the end of the process, a recovery unit called a PSA uses adsorbent beds and cyclic changes in pressure to separate SMR reaction products and provide pure export hydrogen from the top of the beds and waste gas from the bottom of the beds. This waste gas, also referred to as PSA off-gas or tail-gas, is circulated back to the SMR burners and provides most of the plant fuel requirements. Additional fuel for the SMR furnace comes from local natural gas. Refinery fuel gas from a refinery can be used as a backup if the H2S content of that fuel is low enough to allow proper burner operation. Since the PSA off-gas is consumed in the furnace, the entire process generates few waste streams. During emergency maintenance, process overpressure events, and startup/showdown, the process gases are routed to a flare and destroyed.",997.2,-0.85,-7.58,0.0,0.0,0.0,0.0,0.0,265063.91,40.41,46.15,16.3,16.3,4.42,17.32,11.21
DAQE-AN105350003-19,"November 5, 2018",2019-04-04,https://daqpermitting.utah.gov/DocViewer?IntDocID=113393&contentType=application/pdf,Linde Inc.,Linde Inc.- Magna Gas Production Plant(Site ID: 10535),12385 West SR 201,Magna,UT,84044,,(801) 252-2129,mark_evans@praxair.com,399720,4509141,12,,2813,Praxair Inc. (Praxair) has requested a modification to AO,Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN114620015-21,"June 25, 2019",2021-04-15,https://daqpermitting.utah.gov/DocViewer?IntDocID=123617&contentType=application/pdf,Lisbon Valley Mining Company LLC,Lisbon Valley Mining Company LLC- Lisbon Valley Open Pit Copper Mine(Site ID: 11462),920 S. County Rd. 313,La Sal,UT,84530,,(435) 686-9950,,662879,4223688,12,NAD83,1021,"Lisbon Valley Mining Co. (LVMC) is in San Juan County, about 18 miles southeast of La Sal, Utah, and about 5 miles west of the Colorado border. LVMC is a surface copper mine with ore crushing, a heap leaching site, and a solvent extraction electrowinning (SX-EW) processing plant. The ore is blasted from the surrounding site, it is loaded into trucks and then hauled to a heap leaching site. The leaching site uses sulfuric acid to extract the copper from the rock. When the ore has yielded all the copper, the soil is taken back by truck and the site is ultimately reclaimed. The copper goes through the SX-SW process after the soil is removed. The sulfuric acid is reclaimed and the copper is collected.",Minor Modification at Minor Source,"Located in Attainment Area, San Juan County Airs Source Size: B","NSPS (Part 60), A: General Provisions NSPS (Part 60), Dc: Standards of Performance for Small Industrial-Commercial-Institutional Steam Generating Units NSPS (Part 60), LL: Standards of Performance for Metallic Mineral Processing Plants NSPS (Part 60), IIII: Standards of Performance for Stationary Compression Ignition Internal Combustion Engines MACT (Part 63), A: General Provisions MACT (Part 63), ZZZZ: National Emissions Standards for Hazardous Air Pollutants for Stationary Reciprocating Internal Combustion Engines Title V (Part 70) Area Source DAQE-AN114620015-21 Page 4","The owner/operator has requested a modification to AO DAQE-AN114620014-14, dated August 4, 2014 to add a portable crushing unit with a diesel-fired generator to process the ore where it is mined, before taking it to the heap leach pad. The owner/operator is also requesting to re-handle and crush material already stacked on the heap leach pad. The emission estimates have been revised from the 2014 AO to include fugitive emissions and other equipment items.",-16114.0,23.16,0.35,352.51,58.54,-1.04,-0.43,0.0,10399.0,36.51,23.5,353.76,59.75,0.56,0.44,0.16
DAQE-AN149100001-16,"January 30, 2014",2016-02-04,https://daqpermitting.utah.gov/DocViewer?IntDocID=91468&contentType=application/pdf,"Lodestone Operating, Inc.","Lodestone Operating, Inc. - Cazador Production Tank Battery(Site ID: 14910)",37.5244750976562 <br />-109.215240478516,San Juan County,UT,,,(575) 748-4311,jhaass@yatespetroleum.com,657710,4154553,12,,1311,"Yates Petroleum Corporation has requested a new AO for the Cazador Crude Oil and Natural Gas Production Tank Battery. Natural gas fired pumpjacks (three) brings fluids to the surface from three wells. A heater treater separates the oil, water, and gas. The oil and water are stored in tanks and transported off site by trucks. The storage tank vapors are combusted in a flare device. The gas, not used for on-site equipment, is compressed into a pipeline and shipped off site. The Cazador Crude Oil and Natural Gas Production Tank Battery will process up to 11,760 barrels of crude oil per year. The Cazador tank battery will have three natural gas fueled pumpjacks, a heater treater, a flare device, and four storage tanks. San Juan County is an attainment area of the NAAQS for all pollutants. NSPS 40 CFR 60 and MACT 40 CFR 63 regulations apply to this source. NESHAP 40 CFR 61 regulations do not apply to this source. Title V of the 1990 Clean Air Act does not apply to this source. The potential emissions, in TPY, will be as follows: PM 10 = 0.39 (which includes PM 2.5 ), PM 2.5 = 0.33, NO x = 6.39 CO = 10.28, VOC = 6.04, HAPs = 2.23, and CO2e = 2,652. This air quality AO authorizes the project with the following conditions and failure to comply with any of the conditions may constitute a violation of this order. This AO is issued to, and applies to the following: Name of Permittee: Yates Petroleum Corporation 105 South 4th Street Artesia, NM 88210 Permitted Location: Cazador Production Tank Battery Remote location in San Juan County San Juan County, UT UTM coordinates: 657,710 m Easting, 4,154,553 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",Modification,,,,,,,,,,,,,,,,,,,
DAQE-AN149090001-15,"January 30, 2014",2015-06-12,https://daqpermitting.utah.gov/DocViewer?IntDocID=83282&contentType=application/pdf,"Lodestone Operating, Inc.","Lodestone Operating, Inc. - McCracken Springs Crude Oil and Natural Gas Production Tank Battery(Site ID: 14909)",37.525218963623 <br />-109.315643310547,San Juan County,UT,,,(575) 748-4311,jhaass@yatespetroleum.com,648836,4154472,12,,1311,"Yates Petroleum Corporation has requested a new AO for the McCracken Springs Crude Oil and Natural Gas Production Tank Battery. A natural gas fired pumpjack brings fluids to the surface from one well. A heater treater separates the oil, water, and gas. The oil and water are stored in tanks and transported off site by trucks. The gas, not used for on-site equipment, is compressed into a pipeline and shipped off site. The McCracken Springs Crude Oil and Natural Gas Production Tank Battery will process up to 79,128 gallons of crude oil per year. The McCracken Springs tank battery will have one natural gas fueled pumpjack, one heater treater, and five storage tanks. San Juan County is an attainment area of the NAAQS for all pollutants. NSPS 40 CFR 60 and MACT 40 CFR 63 regulations apply to this source. NESHAP 40 CFR 61 regulations do not apply to this source. Title V of the 1990 Clean Air Act does not apply to this source. The potential emissions, in tons per year, will be as follows: PM 10 = 0.13 (which includes PM2.5), PM2.5 = 0.11, NOx = 2.46, CO = 0.95, VOC = 5.72, HAPs = 0.87, and CO 2e = 271. This air quality AO authorizes the project with the following conditions and failure to comply with any of the conditions may constitute a violation of this order. This AO is issued to, and applies to the following: Name of Permittee: Yates Petroleum Corporation 105 South 4th Street Artesia, NM 88210 Permitted Location: Yates Petroleum Corporation- McCracken Springs Crude Oil and Natural Gas Production Tank Battery Remote Location in San Juan County San Juan County, UT UTM coordinates: 648,836 m Easting, 4,154,472 m Northing, UTM Zone 12 SIC code: 1311 (Crude Petroleum & Natural Gas)",Modification,,,,,,,,,,,,,,,,,,,
